version,creator,ns1:name,ns1:desc,ns1:name2,id,domain,href,ns1:text,ns1:type,author,ns1:year,ns1:license,href3,ns1:text4,ns1:type5,ns1:time,ns1:keywords,minlat,minlon,maxlat,maxlon,lat,lon,ns1:ele,ns1:time6,ns1:magvar,ns1:geoidheight,ns1:name7,ns1:cmt,ns1:desc8,ns1:src,href9,ns1:text10,ns1:type11,ns1:sym,ns1:type12,ns1:fix,ns1:sat,ns1:hdop,ns1:vdop,ns1:pdop,ns1:ageofdgpsdata,ns1:dgpsid,ns1:name13,ns1:cmt14,ns1:desc15,ns1:src16,href17,ns1:text18,ns1:type19,ns1:number,ns1:type20,lat21,lon22,ns1:ele23,ns1:time24,ns1:magvar25,ns1:geoidheight26,ns1:name27,ns1:cmt28,ns1:desc29,ns1:src30,href31,ns1:text32,ns1:type33,ns1:sym34,ns1:type35,ns1:fix36,ns1:sat37,ns1:hdop38,ns1:vdop39,ns1:pdop40,ns1:ageofdgpsdata41,ns1:dgpsid42,ns1:name43,ns1:cmt44,ns1:desc45,ns1:src46,href47,ns1:text48,ns1:type49,ns1:number50,ns1:type51,lat52,lon53,ns1:ele54,ns1:time55,ns1:magvar56,ns1:geoidheight57,ns1:name58,ns1:cmt59,ns1:desc60,ns1:src61,href62,ns1:text63,ns1:type64,ns1:sym65,ns1:type66,ns1:fix67,ns1:sat68,ns1:hdop69,ns1:vdop70,ns1:pdop71,ns1:ageofdgpsdata72,ns1:dgpsid73
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461629,-3.806057,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461618,-3.806082,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461618,-3.806116,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461613,-3.806154,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461611,-3.806196,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461607,-3.806239,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461603,-3.806287,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461597,-3.806332,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461591,-3.806376,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461582,-3.806421,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461573,-3.806464,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461562,-3.806504,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461554,-3.806544,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461547,-3.806578,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461545,-3.806613,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46154,-3.806649,10.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461538,-3.806683,10.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461533,-3.806723,10.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46153,-3.806761,10.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461528,-3.806801,10.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461523,-3.80684,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461517,-3.806882,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461516,-3.806912,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461513,-3.806944,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461511,-3.806977,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461513,-3.807019,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461505,-3.807061,10,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461501,-3.807085,10,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461494,-3.807128,10,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461496,-3.807156,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46149,-3.807185,10.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46149,-3.80722,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461485,-3.807257,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46148,-3.807296,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461473,-3.807329,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461464,-3.807366,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461449,-3.807397,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461454,-3.807439,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46145,-3.807475,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461445,-3.807511,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461435,-3.807545,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461447,-3.80758,10.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461449,-3.807606,10.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461449,-3.80764,10.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461446,-3.807669,10.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461443,-3.8077,10.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461441,-3.807739,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461441,-3.807774,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461441,-3.807813,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461441,-3.807844,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461443,-3.807883,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461442,-3.807917,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461444,-3.807955,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461441,-3.807988,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461436,-3.808019,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461431,-3.80805,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461425,-3.808077,11,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461419,-3.808111,11.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461411,-3.808142,11.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461405,-3.808171,11.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461399,-3.808207,11.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461395,-3.808242,11.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46139,-3.808283,11.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461382,-3.808319,11.4,,,,,,,,,,,,,,,,,,,
