version,creator,ns1:name,ns1:desc,ns1:name2,id,domain,href,ns1:text,ns1:type,author,ns1:year,ns1:license,href3,ns1:text4,ns1:type5,ns1:time,ns1:keywords,minlat,minlon,maxlat,maxlon,lat,lon,ns1:ele,ns1:time6,ns1:magvar,ns1:geoidheight,ns1:name7,ns1:cmt,ns1:desc8,ns1:src,href9,ns1:text10,ns1:type11,ns1:sym,ns1:type12,ns1:fix,ns1:sat,ns1:hdop,ns1:vdop,ns1:pdop,ns1:ageofdgpsdata,ns1:dgpsid,ns1:name13,ns1:cmt14,ns1:desc15,ns1:src16,href17,ns1:text18,ns1:type19,ns1:number,ns1:type20,lat21,lon22,ns1:ele23,ns1:time24,ns1:magvar25,ns1:geoidheight26,ns1:name27,ns1:cmt28,ns1:desc29,ns1:src30,href31,ns1:text32,ns1:type33,ns1:sym34,ns1:type35,ns1:fix36,ns1:sat37,ns1:hdop38,ns1:vdop39,ns1:pdop40,ns1:ageofdgpsdata41,ns1:dgpsid42,ns1:name43,ns1:cmt44,ns1:desc45,ns1:src46,href47,ns1:text48,ns1:type49,ns1:number50,ns1:type51,lat52,lon53,ns1:ele54,ns1:time55,ns1:magvar56,ns1:geoidheight57,ns1:name58,ns1:cmt59,ns1:desc60,ns1:src61,href62,ns1:text63,ns1:type64,ns1:sym65,ns1:type66,ns1:fix67,ns1:sat68,ns1:hdop69,ns1:vdop70,ns1:pdop71,ns1:ageofdgpsdata72,ns1:dgpsid73
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461374,-3.80835,11.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461367,-3.808393,11.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461361,-3.80843,11.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461359,-3.808469,11.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461358,-3.808508,11.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461355,-3.808547,11.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46135,-3.808587,11.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461346,-3.808629,11.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461346,-3.808674,11.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461341,-3.808718,11.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461335,-3.808763,12,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461326,-3.808808,12.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461319,-3.808857,12.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461315,-3.808908,12.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461313,-3.80895,12.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461311,-3.809003,12.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461308,-3.809043,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461305,-3.809089,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461305,-3.809131,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461302,-3.809173,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461304,-3.809211,13,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461303,-3.809257,13,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461309,-3.809304,13.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461309,-3.809344,13.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461315,-3.809397,13.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46133,-3.809473,13.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461366,-3.809522,13.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461399,-3.809589,13.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461434,-3.809643,13.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461465,-3.80969,13.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461491,-3.809716,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461516,-3.809742,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461539,-3.809766,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461572,-3.809788,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461586,-3.809798,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461584,-3.809809,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461572,-3.809802,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461607,-3.809733,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461605,-3.80968,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461629,-3.809606,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46165,-3.809542,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461671,-3.809426,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46168,-3.809313,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461677,-3.80925,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461671,-3.809189,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461686,-3.809122,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461701,-3.809056,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46171,-3.809004,14.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461712,-3.808947,14.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461711,-3.808901,14.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461715,-3.808849,14.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461721,-3.808815,14.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461731,-3.808765,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461738,-3.808722,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461741,-3.808678,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461749,-3.808636,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461758,-3.808594,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461766,-3.808559,15,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461783,-3.808519,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461794,-3.808478,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461803,-3.808434,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461812,-3.808387,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461819,-3.808346,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461825,-3.808312,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461831,-3.80827,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461835,-3.808233,14.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461839,-3.80819,14.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46184,-3.808142,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461843,-3.808101,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461849,-3.808053,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461855,-3.808014,14.6,,,,,,,,,,,,,,,,,,,
