version,creator,ns1:name,ns1:desc,ns1:name2,id,domain,href,ns1:text,ns1:type,author,ns1:year,ns1:license,href3,ns1:text4,ns1:type5,ns1:time,ns1:keywords,minlat,minlon,maxlat,maxlon,lat,lon,ns1:ele,ns1:time6,ns1:magvar,ns1:geoidheight,ns1:name7,ns1:cmt,ns1:desc8,ns1:src,href9,ns1:text10,ns1:type11,ns1:sym,ns1:type12,ns1:fix,ns1:sat,ns1:hdop,ns1:vdop,ns1:pdop,ns1:ageofdgpsdata,ns1:dgpsid,ns1:name13,ns1:cmt14,ns1:desc15,ns1:src16,href17,ns1:text18,ns1:type19,ns1:number,ns1:type20,lat21,lon22,ns1:ele23,ns1:time24,ns1:magvar25,ns1:geoidheight26,ns1:name27,ns1:cmt28,ns1:desc29,ns1:src30,href31,ns1:text32,ns1:type33,ns1:sym34,ns1:type35,ns1:fix36,ns1:sat37,ns1:hdop38,ns1:vdop39,ns1:pdop40,ns1:ageofdgpsdata41,ns1:dgpsid42,ns1:name43,ns1:cmt44,ns1:desc45,ns1:src46,href47,ns1:text48,ns1:type49,ns1:number50,ns1:type51,lat52,lon53,ns1:ele54,ns1:time55,ns1:magvar56,ns1:geoidheight57,ns1:name58,ns1:cmt59,ns1:desc60,ns1:src61,href62,ns1:text63,ns1:type64,ns1:sym65,ns1:type66,ns1:fix67,ns1:sat68,ns1:hdop69,ns1:vdop70,ns1:pdop71,ns1:ageofdgpsdata72,ns1:dgpsid73
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461862,-3.807971,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461869,-3.807932,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461876,-3.80789,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461884,-3.807848,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46189,-3.807804,15,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461891,-3.807763,15.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461896,-3.807716,15.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461901,-3.807674,15.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461888,-3.807634,15.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461879,-3.807594,15.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461874,-3.807549,15.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46187,-3.807514,15.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461871,-3.807469,15,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46186,-3.807434,15.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461859,-3.807378,15.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461858,-3.807329,15.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461853,-3.807285,15.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461856,-3.807243,15.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461861,-3.807206,15,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461873,-3.807155,15,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461888,-3.807103,15,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461905,-3.807044,14.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461915,-3.806994,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461926,-3.806945,14.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46193,-3.806905,14.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461944,-3.806858,14.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461955,-3.806824,14.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46196,-3.806792,14.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461972,-3.806757,14.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461983,-3.806725,14.2,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461994,-3.806693,14,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462004,-3.806659,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462013,-3.806627,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462022,-3.806595,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462029,-3.806557,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462035,-3.806534,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462044,-3.806507,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462056,-3.806491,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462063,-3.806476,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462068,-3.806452,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.462053,-3.806385,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461994,-3.806345,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461948,-3.806334,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461879,-3.806311,13.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461829,-3.806296,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461793,-3.80627,13.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461758,-3.806261,13.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461734,-3.806253,13.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461709,-3.806245,13,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461684,-3.806236,13,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461659,-3.806227,13,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461642,-3.806223,13,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461643,-3.806212,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46165,-3.806214,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461662,-3.80621,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461664,-3.806209,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461663,-3.80621,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461664,-3.806206,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461663,-3.806201,12.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461658,-3.806202,12.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461659,-3.806201,12.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461666,-3.806205,12.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461666,-3.80621,12.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46167,-3.806218,12.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461681,-3.806225,12.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461698,-3.806232,12.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461712,-3.806238,12.4,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.46174,-3.806247,12.6,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461757,-3.806257,12.8,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461783,-3.806262,13,,,,,,,,,,,,,,,,,,,
1.1,StravaGPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrera de mañana,,,,,,,,running,43.461804,-3.806266,13,,,,,,,,,,,,,,,,,,,
